nama,sektor,website,kontak,facebook,instagram,twitter,linkedin,youtube
Sunson Textile Manufacturer Tbk,Barang Konsumen Non-Primer,www.sunson.co.id,022-7798289,-,-,-,-,-
PT Sumber Tani Agung Resources Tbk,Barang Konsumen Primer,http://sta.co.id/,+62 61 415 6262,https://www.facebook.com/staa.resources/,https://www.instagram.com/staresources/,https://twitter.com/sta_resources,https://www.linkedin.com/company/sta-resources/posts/?feedView=all,https://www.youtube.com/@STAA.Resources
PT Buana Artha Anugerah Tbk.,Keuangan,www.buanaarthaanugerah.co.id,021-23585612,-,-,-,-,-
PT Lovina Beach Brewery Tbk.,Barang Konsumen Primer,https://lovinabeachbrewery.com/,(0361) - 255 600,-,-,-,-,-
PT Siantar Top Tbk,Barang Konsumen Primer,www.siantartop.co.id,"(031) 866-73-82, 868-41-01, 868-11-15, 866-64-80",https://www.facebook.com/siantartop/,https://www.instagram.com/siantartop/,https://twitter.com/ptsiantartop,-,-
Sugih Energy Tbk,Energi,www.sugihenergy.com,021-57948877,-,-,-,-,-
PT SLJ Global Tbk,Barang Baku,http://www.sljglobal.com,(021) 576-1188; (021) 576-1199,-,-,-,https://www.linkedin.com/company/pt-slj-global-tbk,-
PT Sunindo Pratama Tbk,Energi,www.sunindogroup.com,021 8378 5773,-,https://www.instagram.com/sunindo_pratama/,-,https://id.linkedin.com/company/pt-sunindo-pratama,https://www.youtube.com/watch?v=QR5J_2bviaY
Solusi Tunas Pratama Tbk,Infrastruktur,www.stptower.com,(021) 57900505,http://facebook.com,-,http://twitter.com,http://linkedin.com,-
PT Super Energy Tbk.,Energi,superenergi.com,021 29035295,https://www.facebook.com/ptsuperenergy/,https://instagram.com/ptsuperenergy?utm_source=ig_profile_share&igshid=tbpyh3j6cp1m,-,-,https://www.youtube.com/channel/UCHjAvITOx4Dq6L7K8mRAw-A
PT Maja Agung Latexindo Tbk.,Kesehatan,www.malgloves.com,(061) 8459170,-,-,-,-,-
PT Sriwahana Adityakarta Tbk.,Barang Baku,www.sriwahana.id,"(62-271) 7687222, 7687170, 7687180",-,-,-,-,-
PT Saraswanti Indoland Development Tbk,Barang Konsumen Non-Primer,https://www.saraswantiproperty.com/,0274 883866,-,https://www.instagram.com/bakpiapathokasatu?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,-,-,-
PT Tunas Alfin Tbk,Barang Baku,www.tunasalfin.com,021 8317322,-,-,-,-,-
PT Lancartama Sejati Tbk.,Infrastruktur,www.lancartamasejati.com,021-7392222,https://www.facebook.com/dialog/feed?app_id=324259741474727&display=popup&name=Homepage+-+Fullscreen+Video&link=https://www.lancartamasejati.com/,-,-,-,-
PT Pelayaran Tamarin Samudra Tbk.,Energi,www.tamarin.co.id,(021) 6342275,-,-,-,-,-
PT Triputra Agro Persada Tbk.,Barang Konsumen Primer,www.tap-agri.com,(62-21) 5794-4737,-,-,-,-,-
PT Agung Semesta Sejahtera Tbk,Properti & Real Estat,www.agungsemestasejahtera.com,02150127862,-,-,-,-,-
Express Transindo Utama Tbk,Transportasi & Logistik,www.expressgroup.co.id,(021) 22265136,-,-,-,-,-
PT Jaya Swarasa Agung Tbk,Barang Konsumen Primer,www.taysbakers.com,021-5470205,https://www.facebook.com/taysbogainti,https://www.instagram.com/taysbakers/,-,-,https://www.youtube.com/channel/UCxR2e94BUa3Bv8IhbyI5W2g
PT Tower Bersama Infrastructure Tbk,Infrastruktur,https://www.tower-bersama.com,+62 21 2924 8900,-,-,-,-,-
Tunas Baru Lampung Tbk,Barang Konsumen Primer,http://www.tunasbarulampung.com,021-5213383,-,-,-,-,-
Tembaga Mulia Semanan Tbk,Barang Baku,www.pttms.co.id,(021)6190131,-,-,-,-,-
Mandom Indonesia Tbk,Barang Konsumen Primer,www.mandom.co.id,021-29809500,https://www.facebook.com/mandomindonesia,https://www.instagram.com/mandomfamily,-,https://www.linkedin.com/company/pt-mandom-indonesia,-
PT Transcoal Pacific Tbk.,Energi,http://www.transcoalpacific.com,+62 21 2994 1389,-,-,-,-,-
PT Tianrong Chemicals Industry Tbk,Barang Baku,www.tianrongchemical.com,(+62-21) 21572626,-,-,-,-,-
PT Dana Brata Luhur Tbk.,Energi,www.tebe.co.id,(021) 5010 6300,-,https://www.instagram.com/explore/tags/danabrataluhur/,-,-,https://www.youtube.com/watch?v=n1604KP6wpo
PT Indosterling Technomedia Tbk,Teknologi,www.indosterlingtechnomedia.com,+62 21 6638888,https://www.facebook.com/LazadaIndonesia,https://www.instagram.com/lazada_id/,https://twitter.com/LazadaID,https://www.linkedin.com/company/lazada/,https://www.youtube.com/@LazadaIndonesia
PT Omni Inovasi Indonesia Tbk,Barang Konsumen Non-Primer,www.omniinovasiindonesia.co.id,"021-38269097, 021-38269098",-,-,-,-,-
PT Telefast Indonesia Tbk.,Teknologi,www.telefast.co.id,021 - 29676236,https://www.facebook.com/Telefast-Indonesia-2438297092867044/?modal=admin_todo_tour,https://www.instagram.com/telefast.id/?hl=id,https://twitter.com/Telefast_id,/linkedin.com/company/telefast-indonesia,-
Tifico Fiber Indonesia Tbk,Barang Konsumen Non-Primer,http://www.tifico.co.id/,"021-53120188, 021-5398989",-,-,-,-,-
Tigaraksa Satria Tbk,Barang Konsumen Primer,www.tigaraksa.co.id,021 - 2527300,-,-,-,-,-
PT Terregra Asia Energy,Infrastruktur,www.terregra.co.id,(021) 3049 7777,-,-,-,-,-
PT Platinum Wahab Nusantara Tbk.,Barang Konsumen Primer,www.teguk.co.id,(021) 53160311,-,https://www.instagram.com/teguk.indonesia/,-,-,https://www.youtube.com/tegukindonesia
KDB Tifa Finance Tbk,Keuangan,www.kdbtifa.co.id,(62-21) 5094 1140,-,-,-,-,-
PT Timah Tbk.,Barang Baku,www.timah.com,021-2352 8000,https://www.facebook.com/OfficialTIMAH/,https://www.instagram.com/officialtimah/,https://twitter.com/official_TIMAH,https://www.linkedin.com/company/pt-timah-tbk,https://www.youtube.com/channel/UCo8T8kIwF9V2EInUpKgQXaQ
Tira Austenite Tbk,Perindustrian,www.tiraaustenite.com,(021) 460 2594,http://facebook.com/tiraaus,http://instagram.com/tiraaus,http://twitter.com/tiraaus,https://www.linkedin.com/tiraaus,https://www.youtube.com/watch?v=jjYZkWSyi_g
Tirta Mahakam Resources Tbk,Barang Baku,http://www.tirtamahakam.com,021-25675717,-,-,-,-,-
Pabrik Kertas Tjiwi Kimia Tbk,Barang Baku,www.app.co.id,021-29650800,-,-,-,-,-
PT Teladan Prima Agro Tbk,Barang Konsumen Primer,www.teladanprima.com,+6221 29600300,-,https://www.instagram.com/teladanprimaagro/,-,https://id.linkedin.com/company/teladanprimaagro,https://www.youtube.com/c/TeladanPrimaAgro/
PT Telkom Indonesia (Persero) Tbk,Infrastruktur,www.telkom.co.id,(021) 5215109,https://www.facebook.com/TelkomIndonesia,https://www.instagram.com/telkomindonesia,https://www.x.com/telkomindonesia,https://www.linkedin.com/company/telekomunikasi-indonesia/,https://www.youtube.com/c/telkomindonesiaofficial
PT Temas Tbk.,Transportasi & Logistik,www.temas.id,021-4302388,-,https://instagram.com/,-,https://www.linkedin.com/,-
Tempo Inti Media Tbk,Barang Konsumen Non-Primer,tempo.id,021-536-3790/530 6392,-,-,-,-,-
PT TBS Energi Utama Tbk,Energi,www.tbsenergi.com,021-50200353,-,https://www.instagram.com/tbs.energi/,-,https://www.linkedin.com/company/tbs-energi-utama/?originalSubdomain=id,-
PT Rohartindo Nusantara Luas Tbk,Barang Konsumen Non-Primer,http:/www.nankai.co.id,021-29660660,-,-,-,-,-
PT Totalindo Eka Persada Tbk.,Infrastruktur,www.totalindo.co.id,(+6221) 8379 2192 - 95,-,-,-,-,-
PT Topindo Solusi Komunika Tbk.,Teknologi,www.topindoku.co.id,085348221118,-,-,-,-,-
Total Bangun Persada Tbk,Infrastruktur,www.totalbp.com,021-5666999,https://www.facebook.com/profile.php?id=100069341470769,https://www.instagram.com/manusia.total/,-,https://www.linkedin.com/company/pt-total-bangun-persada-tbk,-
Surya Toto Indonesia Tbk,Perindustrian,investor.toto.co.id,021 - 29298686,-,-,-,-,-
Sarana Menara Nusantara Tbk,Infrastruktur,http://www.ptsmn.co.id/,(021) - 23585500,-,https://www.instagram.com/protelindo.indonesia/,-,https://www.linkedin.com/company/protelindo-pt,-
PT Sunindo Adipersada Tbk.,Barang Konsumen Non-Primer,www.sunindo.id,(021) 8230272,-,-,-,-,-
PT Chandra Asri Pacific Tbk,Barang Baku,www.chandra-asri.com,(021) 5307950,https://www.facebook.com/ChandraAsriGroup/,https://www.instagram.com/chandraasri.id,https://careers.capcx.com/,https://www.linkedin.com/company/pt-chandra-asri,https://www.youtube.com/channel/UCoqBsqI8crt0OLCuD7f1UyQ
Trans Power Marine Tbk,Energi,www.transpowermarine.com,021-22958999,-,-,-,-,-
Trada Alam Minera Tbk.,Energi,www.tram.co.id,62 21 29303620,-,-,-,-,-
PT Cerestar Indonesia Tbk,Barang Konsumen Primer,www.cerestargroup.co.id,+62 660 6003,-,-,-,-,-
Triwira Insanlestari Tbk,Perindustrian,www.triwirainsanlestari.com,021-6399195; 021-6243443,-,-,-,-,-
PT Trimegah Sekuritas Indonesia Tbk,Keuangan,www.trimegah.com,+62-21 2924 9088,-,-,-,-,-
PT Perintis Triniti Properti Tbk,Properti & Real Estat,www.trinitiland.com,021 30066688,-,-,-,-,-
Trikomsel Oke Tbk,Barang Konsumen Non-Primer,www.oke.com,021-31905997,-,-,-,-,-
Trisula International Tbk,Barang Konsumen Non-Primer,www.trisula.co.id,021-58357377,-,https://www.instagram.com/trisulainternational/,-,-,-
PT Transkon Jaya Tbk.,Transportasi & Logistik,www.transkon-rent.com,(0542) 770401,https://web.facebook.com/transkonrent,https://www.instagram.com/transkonjaya/,-,https://id.linkedin.com/company/transkon-jaya-pt,https://www.youtube.com/channel/UCDLK_b3hWQXMcvCGLoTyuEg
PT Teknologi Karya Digital Nusa Tbk.,Teknologi,tkdn.co.id,(021) 38889045,https://www.facebook.com/tkdn.co.id/,https://www.instagram.com/tkdn.co.id/,-,https://www.linkedin.com/company/teknologi-karya-digital-nusa/,http://www.youtube.com/@PT_TKDN
Trias Sentosa Tbk,Barang Baku,www.trias-sentosa.com,031 8975825,-,-,-,-,-
PT Triniti Dinamik Tbk,Properti & Real Estat,www.trinitidinamik.com,021 - 39705988,-,-,-,-,-
PT Guna Timur Raya Tbk.,Transportasi & Logistik,www.gunatimurraya.com,(021) 6910618,-,-,-,-,-
Trust Finance Indonesia Tbk,Keuangan,www.trustfinanceindonesia.com,021-5155477,-,-,-,-,-
Tempo Scan Pacific Tbk,Kesehatan,-,2921-8888 (5438),-,-,-,-,-
PT Asuransi Tugu Pratama Indonesia Tbk,Keuangan,www.tugu.com,021 - 52961777,https://www.facebook.com/tuguinsurance.id/,https://www.instagram.com/tuguinsurance/,https://twitter.com/tuguinsurance,https://www.linkedin.com/company/tuguinsurance/,https://www.youtube.com/user/PTTuguPratama
PT King Tire Indonesia Tbk.,Barang Konsumen Non-Primer,www.kingland.co.id,62-254 402675,-,-,-,-,-
PT Pakuan Tbk,Properti & Real Estat,https://www.ptpakuan.com,+6221 5154126,-,https://www.instagram.com/shilaatsawangan/,-,https://www.linkedin.com/company/pt-pakuan-tbk/,-
PT Uni-Charm Indonesia Tbk.,Barang Konsumen Primer,www.unicharm.co.id,+62 21 2918 9191,-,-,-,-,-
PT Agro Bahari Nusantara Tbk,Barang Konsumen Primer,abn.farm,087881011234,-,-,-,-,-
PT Damai Sejahtera Abadi Tbk,Barang Konsumen Non-Primer,http://corp.ufoelektronika.com,(031) 5037745,-,-,-,-,-
PT Ultrajaya Milk Industry & Trading Company Tbk,Barang Konsumen Primer,https://www.ultrajaya.co.id,(022) 86700700,-,-,-,-,-
Unggul Indah Cahaya Tbk,Barang Baku,http://www.uic.co.id,(021) 57905100,-,-,-,-,-
PT Ulima Nitra Tbk,Energi,www.ulimanitra.co.id,(0711) 365157/ 365158/ 365580,https://www.facebook.com/ulimanitra1,https://www.instagram.com/ulimanitra_uniq/,-,https://www.linkedin.com/company/pt-ulima-nitra-tbk/,-
Nusantara Inti Corpora Tbk,Barang Konsumen Non-Primer,www.nusantarainticorpora.com,021-29391242,-,-,-,-,-
Bakrie Sumatera Plantations Tbk,Barang Konsumen Primer,http://www.bakriesumatera.com,021-29941286-87,https://m.facebook.com/profile.php?id=100074505426672,https://instagram.com/bakrieplantations?utm_medium=copy_link,https://twitter.com/bsp_plantations,https://id.linkedin.com/company/pt-bakrie-sumatera-plantations-tbk,https://www.youtube.com/channel/UCbk7qBtDGS3sWTsZ8eEH-9A
PT Terang Dunia Internusa Tbk.,Barang Konsumen Non-Primer,www.TerangDuniaInternusa.com,(021) 30052633,-,-,-,-,-
United Tractors Tbk,Perindustrian,www.unitedtractors.com,4605959; 4605979,https://www.facebook.com/ptunitedtractorstbk/,https://www.instagram.com/unitedtractorsofficial/,-,https://www.linkedin.com/company/unitedtractors/,https://www.youtube.com/user/unitedtractors
Unilever Indonesia Tbk,Barang Konsumen Primer,http://www.unilever.com,021- 80827000,https://www.facebook.com/sharer/sharer.php?u=https://www.unilever.com,https://www.instagram.com/p/DL2oE5oKznx/,https://x.com/Unilever/status/1944732811644272703,https://www.linkedin.com/posts/unilever_wonder-wash-activity-7349445080090402817-bDU6/,-
PT Urban Jakarta Propertindo Tbk.,Properti & Real Estat,www.urbanjakarta.co.id,+62 21 4011 1717,-,-,-,-,-
PT Trimegah Karya Pratama Tbk.,Teknologi,https://ultracorp.co.id,021-22008385,https://www.facebook.com/ultravoucherofficial,https://www.instagram.com/ultravoucherofficial/,https://x.com/ultra_voucher,https://id.linkedin.com/company/ultravoucher,https://www.youtube.com/channel/UCl2_zerEa9yLg2H693veQew
PT Vastland Indonesia Tbk,Properti & Real Estat,www.vastland.co.id,(0721) 8030075,-,-,-,-,-
PT Verona Indah Pictures Tbk,Barang Konsumen Non-Primer,www.veronapictures.co.id,021583565634,https://www.facebook.com/sobatvero/,https://www.instagram.com/veronapictures/,-,-,https://www.youtube.com/@veronapicturesofc
PT Victoria Care Indonesia Tbk,Barang Konsumen Primer,http://www.vci.co.id/,(+6221) 54368111,-,-,-,-,-
PT Victoria Investama Tbk.,Keuangan,www.victoriainvestama.co.id,(021) 30008870,-,-,-,-,-
PT Victoria Insurance Tbk.,Keuangan,www.victoriainsurance.co.id,021 3005 5555,https://www.facebook.com/,https://www.instagram.com/victoria.insurance/?hl=id/,-,https://www.linkedin.com/,-
PT Satu Visi Putra Tbk.,Perindustrian,www.satuvisiputra.com,(62-031) 7496364 /7497576,-,https://www.instagram.com/satuvisiputra/,-,-,-
PT Visi Media Asia Tbk,Barang Konsumen Non-Primer,www.vivagroup.co.id,021-5225057,-,-,-,-,-
PT VKTR Teknologi Mobilitas Tbk,Barang Konsumen Non-Primer,www.vktr.id,(+62) 21 2991 2222,-,-,-,-,-
Voksel Electric Tbk,Perindustrian,http://www.voksel.co.id,(021) 57944622,https://www.facebook.com/PTVokselElectricTbk,https://www.instagram.com/vokselkabel_official/,-,https://linkedin.com/company/pt--voksel-electric-tbk,-
PT Mizuho Leasing Indonesia Tbk,Keuangan,www.mizuho-ls.co.id,021-50851848,-,https://www.instagram.com/mizuholeasingindonesia,-,-,-
PT Venteny Fortuna International Tbk,Keuangan,www.venteny.com,(021) 30072777,https://www.facebook.com/people/VENTENY-ID/100040111583833/,https://www.instagram.com/venteny_id?igsh=dWhtNWRhMTU1bDQ3,-,https://www.linkedin.com/company/venteny-indonesia/,https://www.youtube.com/watch?v=nIPurkrWclc&t=1s
Wahana Pronatural Tbk,Barang Konsumen Primer,www.wapo.co.id,031-5352705,-,-,-,-,-
PT Wijaya Karya Bangunan Gedung Tbk.,Infrastruktur,www.wikagedung.co.id,(021) 8590 8862,-,-,-,-,-
PT WEHA Transportasi Indonesia Tbk,Transportasi & Logistik,www.whitehorse.co.id,021-29675555,-,-,-,-,-
PT Wira Global Solusi Tbk,Teknologi,https://www.wgshub.com/,(021) 80633731,https://www.facebook.com/wgshub/,https://www.instagram.com/wgshub/,https://twitter.com/wgshub?lang=en,https://www.linkedin.com/company/11338213,https://www.youtube.com/@wgsventures
Wicaksana Overseas International Tbk,Barang Konsumen Primer,www.wicaksana.co.id,021-629 7293; 690 9244,http://www.facebook.com/dkshgroup,-,http://twitter.com/intent/follow?source=followbutton&variant=1.0&screen_name=dkshgroup,http://www.linkedin.com/company/dksh,http://www.youtube.com/user/DKSHGroup?sub_confirmation=1
PT Widiant Jaya Krenindo Tbk.,Perindustrian,www.ptwidi.com,02122692232,-,https://www.instagram.com/ptwidiantjayakrenindo,-,-,-
PT Solusi Sinergi Digital Tbk,Teknologi,www.surge.co.id,(021) 7659228,https://www.facebook.com/wifisurge,https://www.instagram.com/surgewifi/,-,https://www.linkedin.com/company/75518577/admin/,-
Wismilak Inti Makmur Tbk,Barang Konsumen Primer,www.wismilak.com,(031) 295 2899,-,-,-,-,-
PT Wijaya Karya (Persero) Tbk,Infrastruktur,www.wika.co.id,80679200,https://facebook.com/ptwika,https://www.instagram.com/ptwijayakarya,https://twitter.com/ptwijayakarya,https://www.linkedin.com/company/ptwijayakaryaperserotbk./,https://www.youtube.com/watch?v=NAzsSWrkdww
PT Hatten Bali Tbk,Barang Konsumen Primer,www.hattenbali.co.id,(0361) 472 1377,https://www.facebook.com,https://www.instagram.com,-,-,-
PT Winner Nusantara Jaya Tbk,Properti & Real Estat,http://www.winnergroup.id/,+62 778-426066,-,-,-,-,-
Wintermar Offshore Marine Tbk,Energi,www.wintermar.com,"5305201, 5305202",-,-,-,-,-
PT WIR ASIA Tbk,Teknologi,www.wir.group,(021) 5367 8064 / (021) 5080 8151,https://www.facebook.com/WIRgroup,https://www.instagram.com/wirgroupid/,-,-,https://www.youtube.com/channel/UCh_dTFMxV8TcuKWk1hlb6Hg
PT Widodo Makmur Perkasa Tbk,Barang Konsumen Primer,https://widodomakmurperkasa.co.id/,(021) 8430 6787 / 88,-,-,-,-,-
PT Widodo Makmur Unggas Tbk,Barang Konsumen Primer,www.widodomakmurunggas.co.id,(62 21) 8430 6787 / 88,-,-,-,-,-
PT Wahana Ottomitra Multiartha Tbk,Keuangan,www.wom.co.id,021 2188 2400,https://www.facebook.com/womfinanceku.id/,https://instagram.com/womfinance_id?utm_medium=copy_link,https://twitter.com/womfinance_id,-,https://www.youtube.com/womfinance_id
PT Integra Indocabinet Tbk,Barang Konsumen Non-Primer,www.integrafurniture.co.id,"+6231-8910434, +6231-8910435, +6231-8910436",-,-,-,-,-
PT Ginting Jaya Energi Tbk,Energi,www.gj-energi.co.id,0711-7421699,-,-,-,-,-
PT Waskita Beton Precast Tbk.,Barang Baku,www.waskitaprecast.co.id,(021) 22892999,-,-,-,-,-
PT Waskita Karya (Persero) Tbk,Infrastruktur,www.waskita.co.id,021 8508510,https://www.facebook.com/PTWASKITAKARYA/,https://www.instagram.com/waskita_karya/,https://twitter.com/waskita_karya,-,https://www.youtube.com/channel/UCQX2Dvr2x-bzkV1MlijknSg
Wijaya Karya Beton,Barang Baku,www.wikabeton.co.id,0218192802,-,-,-,-,-
PT Yelooo Integra Datanet Tbk.,Barang Konsumen Non-Primer,www.passpod.com,021-6317523,https://www.facebook.com/passpodID/,https://www.instagram.com/passpod.id/,https://twitter.com/@passpod,-,https://www.youtube.com/channel/UC-38tVyOIh8SzEb9EWJIUqQ
Yanaprima Hastapersada Tbk,Barang Baku,www.yanaprima.com,"(021) 5261172, 5261173",-,-,-,-,-
Yulie Sekuritas Indonesia Tbk,Keuangan,www.yuliesekuritas.com,021-20392025,-,https://www.instagram.com/yuliesekuritas/,-,-,-
PT Bersama Zatta Jaya Tbk,Barang Konsumen Non-Primer,www.elcorps.com,(022) 86017900,-,-,-,-,-
PT Dosni Roha Indonesia Tbk,Perindustrian,www.dnr.id,021-530 5600,-,https://www.instagram.com/dnr.corporation/,-,https://www.linkedin.com/company/dnr-corporation,https://www.youtube.com/channel/UC9GUwf7jGhQoAN9Cm_poJYg
PT Kapuas Prima Coal Tbk,Barang Baku,www.ptkpc.com,021 - 29676236,-,-,-,-,-
PT Mega Perintis Tbk.,Barang Konsumen Non-Primer,www.megaperintis.co.id,(021) 5733 888; (021) 5290 4379,-,-,-,-,-
PT Zyrexindo Mandiri Buana Tbk,Teknologi,http://zyrex.com,(021) 5653311,https://www.facebook.com/zyrex.indonesia/,https://www.instagram.com/zyrexindonesia/,https://x.com/ZyrexIndonesia_,https://www.linkedin.com/company/zyrex-indonesia/,https://www.youtube.com/channel/UC8zs_k4n2tjcYghvRVZiC5Q
